"","V1","V2"
"2401","hsa:3441","hsa:3455"
"2402","hsa:3441","hsa:3454"
"2403","hsa:3442","hsa:3455"
"2404","hsa:3442","hsa:3454"
"2405","hsa:3443","hsa:3455"
"2406","hsa:3443","hsa:3454"
"2407","hsa:3444","hsa:3455"
"2408","hsa:3444","hsa:3454"
"2409","hsa:3445","hsa:3455"
"2410","hsa:3445","hsa:3454"
"2411","hsa:3446","hsa:3455"
"2412","hsa:3446","hsa:3454"
"2413","hsa:3447","hsa:3455"
"2414","hsa:3447","hsa:3454"
"2415","hsa:3448","hsa:3455"
"2416","hsa:3448","hsa:3454"
"2417","hsa:3449","hsa:3455"
"2418","hsa:3449","hsa:3454"
"2419","hsa:3451","hsa:3455"
"2420","hsa:3451","hsa:3454"
"2421","hsa:3452","hsa:3455"
"2422","hsa:3452","hsa:3454"
"2423","hsa:50615","hsa:6774"
"2424","hsa:3566","hsa:6778"
"2425","hsa:3566","hsa:3716"
"2426","hsa:3566","hsa:3718"
"2427","hsa:3559","hsa:6776"
"2428","hsa:3559","hsa:6777"
"2429","hsa:3559","hsa:3716"
"2430","hsa:3559","hsa:3718"
"2431","hsa:3563","hsa:3265"
"2432","hsa:3563","hsa:3845"
"2433","hsa:3563","hsa:4893"
"2434","hsa:3563","hsa:5290"
"2435","hsa:3563","hsa:5291"
"2436","hsa:3563","hsa:5293"
"2437","hsa:3563","hsa:5295"
"2438","hsa:3563","hsa:5296"
"2439","hsa:3563","hsa:8503"
"2440","hsa:7066","hsa:4352"
"2441","hsa:5617","hsa:5618"
"2442","hsa:1442","hsa:2690"
"2443","hsa:1443","hsa:2690"
"2444","hsa:2688","hsa:2690"
"2445","hsa:2689","hsa:2690"
"2446","hsa:2056","hsa:2057"
"2447","hsa:85480","hsa:64109"
"2448","hsa:85480","hsa:3575"
"2449","hsa:59067","hsa:3561"
"2450","hsa:59067","hsa:50615"
"2451","hsa:59067","hsa:3716"
"2452","hsa:59067","hsa:3718"
"2453","hsa:3600","hsa:3561"
"2454","hsa:3600","hsa:3601"
"2455","hsa:3600","hsa:3560"
"2456","hsa:3578","hsa:3561"
"2457","hsa:3578","hsa:3581"
"2458","hsa:3574","hsa:3575"
"2459","hsa:3574","hsa:3561"
"2460","hsa:3558","hsa:3561"
"2461","hsa:3558","hsa:3560"
"2462","hsa:3558","hsa:3559"
"2463","hsa:3558","hsa:3716"
"2464","hsa:3558","hsa:3718"
"2465","hsa:3567","hsa:3568"
"2466","hsa:3567","hsa:1439"
"2467","hsa:3562","hsa:3563"
"2468","hsa:3562","hsa:1439"
"2469","hsa:1437","hsa:1439"
"2470","hsa:1437","hsa:1438"
"2471","hsa:3594","hsa:6775"
"2472","hsa:3594","hsa:3717"
"2473","hsa:3594","hsa:7297"
"2474","hsa:3594","hsa:6774"
"2475","hsa:3594","hsa:8807"
"2476","hsa:3594","hsa:8809"
"2477","hsa:149233","hsa:6774"
"2478","hsa:3595","hsa:6775"
"2479","hsa:3595","hsa:3717"
"2480","hsa:3595","hsa:7297"
"2481","hsa:3595","hsa:8807"
"2482","hsa:3595","hsa:8809"
"2483","hsa:3570","hsa:6774"
"2484","hsa:3570","hsa:3716"
"2485","hsa:51561","hsa:3594"
"2486","hsa:51561","hsa:149233"
"2487","hsa:51561","hsa:3717"
"2488","hsa:51561","hsa:7297"
"2489","hsa:3592","hsa:3595"
"2490","hsa:3592","hsa:3594"
"2491","hsa:3593","hsa:3595"
"2492","hsa:3593","hsa:3594"
"2493","hsa:3596","hsa:3597"
"2494","hsa:3596","hsa:3598"
"2495","hsa:3596","hsa:3566"
"2496","hsa:1440","hsa:1441"
"2497","hsa:1489","hsa:3977"
"2498","hsa:1489","hsa:3572"
"2499","hsa:23529","hsa:1271"
"2500","hsa:23529","hsa:3977"
"2501","hsa:23529","hsa:3572"
"2502","hsa:1270","hsa:1271"
"2503","hsa:1270","hsa:3977"
"2504","hsa:1270","hsa:3572"
"2505","hsa:3976","hsa:3977"
"2506","hsa:3976","hsa:3572"
"2507","hsa:5008","hsa:3977"
"2508","hsa:5008","hsa:3572"
"2509","hsa:5008","hsa:9180"
"2510","hsa:3589","hsa:3590"
"2511","hsa:3589","hsa:3572"
"2512","hsa:3569","hsa:3572"
"2513","hsa:3569","hsa:3570"
"2514","hsa:3569","hsa:3716"
"2515","hsa:3569","hsa:3717"
"2516","hsa:3569","hsa:6774"
"2517","hsa:1524","hsa:3717"
"2518","hsa:1524","hsa:3718"
"2519","hsa:1524","hsa:2770"
"2520","hsa:1524","hsa:2771"
"2521","hsa:1524","hsa:2773"
"2522","hsa:2829","hsa:3717"
"2523","hsa:2829","hsa:3718"
"2524","hsa:2829","hsa:2770"
"2525","hsa:2829","hsa:2771"
"2526","hsa:2829","hsa:2773"
"2527","hsa:10663","hsa:3717"
"2528","hsa:10663","hsa:3718"
"2529","hsa:10663","hsa:2770"
"2530","hsa:10663","hsa:2771"
"2531","hsa:10663","hsa:2773"
"2532","hsa:643","hsa:3717"
"2533","hsa:643","hsa:3718"
"2534","hsa:643","hsa:2770"
"2535","hsa:643","hsa:2771"
"2536","hsa:643","hsa:2773"
"2537","hsa:7852","hsa:3717"
"2538","hsa:7852","hsa:3718"
"2539","hsa:7852","hsa:2770"
"2540","hsa:7852","hsa:2771"
"2541","hsa:7852","hsa:2773"
"2542","hsa:7852","hsa:2185"
"2543","hsa:7852","hsa:10681"
"2544","hsa:7852","hsa:2782"
"2545","hsa:7852","hsa:2783"
"2546","hsa:7852","hsa:2784"
"2547","hsa:7852","hsa:2785"
"2548","hsa:7852","hsa:2786"
"2549","hsa:7852","hsa:2787"
"2550","hsa:7852","hsa:2788"
"2551","hsa:7852","hsa:2790"
"2552","hsa:7852","hsa:2791"
"2553","hsa:7852","hsa:2792"
"2554","hsa:7852","hsa:2793"
"2555","hsa:7852","hsa:51764"
"2556","hsa:7852","hsa:54331"
"2557","hsa:7852","hsa:55970"
"2558","hsa:7852","hsa:59345"
"2559","hsa:7852","hsa:94235"
"2560","hsa:2833","hsa:3717"
"2561","hsa:2833","hsa:3718"
"2562","hsa:2833","hsa:2770"
"2563","hsa:2833","hsa:2771"
"2564","hsa:2833","hsa:2773"
"2565","hsa:3577","hsa:3717"
"2566","hsa:3577","hsa:3718"
"2567","hsa:3577","hsa:2770"
"2568","hsa:3577","hsa:2771"
"2569","hsa:3577","hsa:2773"
"2570","hsa:3579","hsa:3717"
"2571","hsa:3579","hsa:3718"
"2572","hsa:3579","hsa:2770"
"2573","hsa:3579","hsa:2771"
"2574","hsa:3579","hsa:2773"
"2575","hsa:6376","hsa:1524"
"2576","hsa:6376","hsa:10663"
"2577","hsa:6376","hsa:10803"
"2578","hsa:6376","hsa:1230"
"2579","hsa:6376","hsa:1232"
"2580","hsa:6376","hsa:1233"
"2581","hsa:6376","hsa:1234"
"2582","hsa:6376","hsa:1235"
"2583","hsa:6376","hsa:1236"
"2584","hsa:6376","hsa:1237"
"2585","hsa:6376","hsa:2826"
"2586","hsa:6376","hsa:2829"
"2587","hsa:6376","hsa:2833"
"2588","hsa:6376","hsa:3577"
"2589","hsa:6376","hsa:3579"
"2590","hsa:6376","hsa:643"
"2591","hsa:6376","hsa:729230"
"2592","hsa:6376","hsa:7852"
"2593","hsa:6846","hsa:2829"
"2594","hsa:6846","hsa:10663"
"2595","hsa:6846","hsa:10803"
"2596","hsa:6846","hsa:1230"
"2597","hsa:6846","hsa:1232"
"2598","hsa:6846","hsa:1233"
"2599","hsa:6846","hsa:1234"
"2600","hsa:6846","hsa:1235"
"2601","hsa:6846","hsa:1236"
"2602","hsa:6846","hsa:1237"
"2603","hsa:6846","hsa:1524"
"2604","hsa:6846","hsa:2826"
"2605","hsa:6846","hsa:2833"
"2606","hsa:6846","hsa:3577"
"2607","hsa:6846","hsa:3579"
"2608","hsa:6846","hsa:643"
"2609","hsa:6846","hsa:729230"
"2610","hsa:6846","hsa:7852"
"2611","hsa:6375","hsa:2829"
"2612","hsa:6375","hsa:10663"
"2613","hsa:6375","hsa:10803"
"2614","hsa:6375","hsa:1230"
"2615","hsa:6375","hsa:1232"
"2616","hsa:6375","hsa:1233"
"2617","hsa:6375","hsa:1234"
"2618","hsa:6375","hsa:1235"
"2619","hsa:6375","hsa:1236"
"2620","hsa:6375","hsa:1237"
"2621","hsa:6375","hsa:1524"
"2622","hsa:6375","hsa:2826"
"2623","hsa:6375","hsa:2833"
"2624","hsa:6375","hsa:3577"
"2625","hsa:6375","hsa:3579"
"2626","hsa:6375","hsa:643"
"2627","hsa:6375","hsa:729230"
"2628","hsa:6375","hsa:7852"
"2629","hsa:9547","hsa:10663"
"2630","hsa:9547","hsa:10803"
"2631","hsa:9547","hsa:1230"
"2632","hsa:9547","hsa:1232"
"2633","hsa:9547","hsa:1233"
"2634","hsa:9547","hsa:1234"
"2635","hsa:9547","hsa:1235"
"2636","hsa:9547","hsa:1236"
"2637","hsa:9547","hsa:1237"
"2638","hsa:9547","hsa:1524"
"2639","hsa:9547","hsa:2826"
"2640","hsa:9547","hsa:2829"
"2641","hsa:9547","hsa:2833"
"2642","hsa:9547","hsa:3577"
"2643","hsa:9547","hsa:3579"
"2644","hsa:9547","hsa:643"
"2645","hsa:9547","hsa:729230"
"2646","hsa:9547","hsa:7852"
"2647","hsa:5196","hsa:2833"
"2648","hsa:5196","hsa:10663"
"2649","hsa:5196","hsa:10803"
"2650","hsa:5196","hsa:1230"
"2651","hsa:5196","hsa:1232"
"2652","hsa:5196","hsa:1233"
"2653","hsa:5196","hsa:1234"
"2654","hsa:5196","hsa:1235"
"2655","hsa:5196","hsa:1236"
"2656","hsa:5196","hsa:1237"
"2657","hsa:5196","hsa:1524"
"2658","hsa:5196","hsa:2826"
"2659","hsa:5196","hsa:2829"
"2660","hsa:5196","hsa:3577"
"2661","hsa:5196","hsa:3579"
"2662","hsa:5196","hsa:643"
"2663","hsa:5196","hsa:729230"
"2664","hsa:5196","hsa:7852"
"2665","hsa:5197","hsa:2833"
"2666","hsa:5197","hsa:10663"
"2667","hsa:5197","hsa:10803"
"2668","hsa:5197","hsa:1230"
"2669","hsa:5197","hsa:1232"
"2670","hsa:5197","hsa:1233"
"2671","hsa:5197","hsa:1234"
"2672","hsa:5197","hsa:1235"
"2673","hsa:5197","hsa:1236"
"2674","hsa:5197","hsa:1237"
"2675","hsa:5197","hsa:1524"
"2676","hsa:5197","hsa:2826"
"2677","hsa:5197","hsa:2829"
"2678","hsa:5197","hsa:3577"
"2679","hsa:5197","hsa:3579"
"2680","hsa:5197","hsa:643"
"2681","hsa:5197","hsa:729230"
"2682","hsa:5197","hsa:7852"
"2683","hsa:58191","hsa:10663"
"2684","hsa:58191","hsa:10803"
"2685","hsa:58191","hsa:1230"
"2686","hsa:58191","hsa:1232"
"2687","hsa:58191","hsa:1233"
"2688","hsa:58191","hsa:1234"
"2689","hsa:58191","hsa:1235"
"2690","hsa:58191","hsa:1236"
"2691","hsa:58191","hsa:1237"
"2692","hsa:58191","hsa:1524"
"2693","hsa:58191","hsa:2826"
"2694","hsa:58191","hsa:2829"
"2695","hsa:58191","hsa:2833"
"2696","hsa:58191","hsa:3577"
"2697","hsa:58191","hsa:3579"
"2698","hsa:58191","hsa:643"
"2699","hsa:58191","hsa:729230"
"2700","hsa:58191","hsa:7852"
"2701","hsa:10563","hsa:2833"
"2702","hsa:10563","hsa:643"
"2703","hsa:10563","hsa:10663"
"2704","hsa:10563","hsa:10803"
"2705","hsa:10563","hsa:1230"
"2706","hsa:10563","hsa:1232"
"2707","hsa:10563","hsa:1233"
"2708","hsa:10563","hsa:1234"
"2709","hsa:10563","hsa:1235"
"2710","hsa:10563","hsa:1236"
"2711","hsa:10563","hsa:1237"
"2712","hsa:10563","hsa:1524"
"2713","hsa:10563","hsa:2826"
"2714","hsa:10563","hsa:2829"
"2715","hsa:10563","hsa:3577"
"2716","hsa:10563","hsa:3579"
"2717","hsa:10563","hsa:729230"
"2718","hsa:10563","hsa:7852"
"2719","hsa:6387","hsa:7852"
"2720","hsa:6387","hsa:57007"
"2721","hsa:6387","hsa:10663"
"2722","hsa:6387","hsa:10803"
"2723","hsa:6387","hsa:1230"
"2724","hsa:6387","hsa:1232"
"2725","hsa:6387","hsa:1233"
"2726","hsa:6387","hsa:1234"
"2727","hsa:6387","hsa:1235"
"2728","hsa:6387","hsa:1236"
"2729","hsa:6387","hsa:1237"
"2730","hsa:6387","hsa:1524"
"2731","hsa:6387","hsa:2826"
"2732","hsa:6387","hsa:2829"
"2733","hsa:6387","hsa:2833"
"2734","hsa:6387","hsa:3577"
"2735","hsa:6387","hsa:3579"
"2736","hsa:6387","hsa:643"
"2737","hsa:6387","hsa:729230"
"2738","hsa:6373","hsa:2833"
"2739","hsa:6373","hsa:10663"
"2740","hsa:6373","hsa:10803"
"2741","hsa:6373","hsa:1230"
"2742","hsa:6373","hsa:1232"
"2743","hsa:6373","hsa:1233"
"2744","hsa:6373","hsa:1234"
"2745","hsa:6373","hsa:1235"
"2746","hsa:6373","hsa:1236"
"2747","hsa:6373","hsa:1237"
"2748","hsa:6373","hsa:1524"
"2749","hsa:6373","hsa:2826"
"2750","hsa:6373","hsa:2829"
"2751","hsa:6373","hsa:3577"
"2752","hsa:6373","hsa:3579"
"2753","hsa:6373","hsa:643"
"2754","hsa:6373","hsa:729230"
"2755","hsa:6373","hsa:7852"
"2756","hsa:3627","hsa:2833"
"2757","hsa:3627","hsa:10663"
"2758","hsa:3627","hsa:10803"
"2759","hsa:3627","hsa:1230"
"2760","hsa:3627","hsa:1232"
"2761","hsa:3627","hsa:1233"
"2762","hsa:3627","hsa:1234"
"2763","hsa:3627","hsa:1235"
"2764","hsa:3627","hsa:1236"
"2765","hsa:3627","hsa:1237"
"2766","hsa:3627","hsa:1524"
"2767","hsa:3627","hsa:2826"
"2768","hsa:3627","hsa:2829"
"2769","hsa:3627","hsa:3577"
"2770","hsa:3627","hsa:3579"
"2771","hsa:3627","hsa:643"
"2772","hsa:3627","hsa:729230"
"2773","hsa:3627","hsa:7852"
"2774","hsa:4283","hsa:2833"
"2775","hsa:4283","hsa:10663"
"2776","hsa:4283","hsa:10803"
"2777","hsa:4283","hsa:1230"
"2778","hsa:4283","hsa:1232"
"2779","hsa:4283","hsa:1233"
"2780","hsa:4283","hsa:1234"
"2781","hsa:4283","hsa:1235"
"2782","hsa:4283","hsa:1236"
"2783","hsa:4283","hsa:1237"
"2784","hsa:4283","hsa:1524"
"2785","hsa:4283","hsa:2826"
"2786","hsa:4283","hsa:2829"
"2787","hsa:4283","hsa:3577"
"2788","hsa:4283","hsa:3579"
"2789","hsa:4283","hsa:643"
"2790","hsa:4283","hsa:729230"
"2791","hsa:4283","hsa:7852"
"2792","hsa:3576","hsa:3577"
"2793","hsa:3576","hsa:3579"
"2794","hsa:3576","hsa:10663"
"2795","hsa:3576","hsa:10803"
"2796","hsa:3576","hsa:1230"
"2797","hsa:3576","hsa:1232"
"2798","hsa:3576","hsa:1233"
"2799","hsa:3576","hsa:1234"
"2800","hsa:3576","hsa:1235"
"2801","hsa:3576","hsa:1236"
"2802","hsa:3576","hsa:1237"
"2803","hsa:3576","hsa:1524"
"2804","hsa:3576","hsa:2826"
"2805","hsa:3576","hsa:2829"
"2806","hsa:3576","hsa:2833"
"2807","hsa:3576","hsa:643"
"2808","hsa:3576","hsa:729230"
"2809","hsa:3576","hsa:7852"
"2810","hsa:6372","hsa:3577"
"2811","hsa:6372","hsa:3579"
"2812","hsa:6372","hsa:10663"
"2813","hsa:6372","hsa:10803"
"2814","hsa:6372","hsa:1230"
"2815","hsa:6372","hsa:1232"
"2816","hsa:6372","hsa:1233"
"2817","hsa:6372","hsa:1234"
"2818","hsa:6372","hsa:1235"
"2819","hsa:6372","hsa:1236"
"2820","hsa:6372","hsa:1237"
"2821","hsa:6372","hsa:1524"
"2822","hsa:6372","hsa:2826"
"2823","hsa:6372","hsa:2829"
"2824","hsa:6372","hsa:2833"
"2825","hsa:6372","hsa:643"
"2826","hsa:6372","hsa:729230"
"2827","hsa:6372","hsa:7852"
"2828","hsa:6374","hsa:3577"
"2829","hsa:6374","hsa:3579"
"2830","hsa:6374","hsa:10663"
"2831","hsa:6374","hsa:10803"
"2832","hsa:6374","hsa:1230"
"2833","hsa:6374","hsa:1232"
"2834","hsa:6374","hsa:1233"
"2835","hsa:6374","hsa:1234"
"2836","hsa:6374","hsa:1235"
"2837","hsa:6374","hsa:1236"
"2838","hsa:6374","hsa:1237"
"2839","hsa:6374","hsa:1524"
"2840","hsa:6374","hsa:2826"
"2841","hsa:6374","hsa:2829"
"2842","hsa:6374","hsa:2833"
"2843","hsa:6374","hsa:643"
"2844","hsa:6374","hsa:729230"
"2845","hsa:6374","hsa:7852"
"2846","hsa:5473","hsa:3579"
"2847","hsa:5473","hsa:10663"
"2848","hsa:5473","hsa:10803"
"2849","hsa:5473","hsa:1230"
"2850","hsa:5473","hsa:1232"
"2851","hsa:5473","hsa:1233"
"2852","hsa:5473","hsa:1234"
"2853","hsa:5473","hsa:1235"
"2854","hsa:5473","hsa:1236"
"2855","hsa:5473","hsa:1237"
"2856","hsa:5473","hsa:1524"
"2857","hsa:5473","hsa:2826"
"2858","hsa:5473","hsa:2829"
"2859","hsa:5473","hsa:2833"
"2860","hsa:5473","hsa:3577"
"2861","hsa:5473","hsa:643"
"2862","hsa:5473","hsa:729230"
"2863","hsa:5473","hsa:7852"
"2864","hsa:7132","hsa:8717"
"2865","hsa:7132","hsa:7186"
"2866","hsa:7132","hsa:7188"
"2867","hsa:7132","hsa:8737"
"2868","hsa:7132","hsa:8772"
"2869","hsa:7132","hsa:7189"
"2870","hsa:7132","hsa:9530"
"2871","hsa:7132","hsa:4843"
"2872","hsa:7132","hsa:841"
"2873","hsa:7132","hsa:6885"
"2874","hsa:7132","hsa:4217"
"2875","hsa:7133","hsa:7186"
"2876","hsa:7133","hsa:153090"
"2877","hsa:7133","hsa:3659"
"2878","hsa:8792","hsa:7189"
"2879","hsa:8792","hsa:7186"
"2880","hsa:8792","hsa:695"
"2881","hsa:8792","hsa:7006"
"2882","hsa:8792","hsa:2209"
"2883","hsa:8792","hsa:2212"
"2884","hsa:8792","hsa:2213"
"2885","hsa:8792","hsa:2214"
"2886","hsa:8792","hsa:2215"
"2887","hsa:8792","hsa:9103"
"2888","hsa:8792","hsa:7305"
"2889","hsa:8742","hsa:51330"
"2890","hsa:4982","hsa:8600"
"2891","hsa:8795","hsa:8772"
"2892","hsa:8795","hsa:8717"
"2893","hsa:8797","hsa:8772"
"2894","hsa:8797","hsa:8717"
"2895","hsa:8743","hsa:8795"
"2896","hsa:8743","hsa:8797"
"2897","hsa:8743","hsa:8794"
"2898","hsa:8743","hsa:8793"
"2899","hsa:9966","hsa:8771"
"2900","hsa:9966","hsa:8718"
"2901","hsa:7124","hsa:7132"
"2902","hsa:7124","hsa:7133"
"2903","hsa:7124","hsa:10197"
"2904","hsa:7124","hsa:5720"
"2905","hsa:7124","hsa:5721"
"2906","hsa:7124","hsa:7412"
"2907","hsa:7124","hsa:6401"
"2908","hsa:7124","hsa:3383"
"2909","hsa:2919","hsa:3577"
"2910","hsa:2919","hsa:3579"
"2911","hsa:2919","hsa:10663"
"2912","hsa:2919","hsa:10803"
"2913","hsa:2919","hsa:1230"
"2914","hsa:2919","hsa:1232"
"2915","hsa:2919","hsa:1233"
"2916","hsa:2919","hsa:1234"
"2917","hsa:2919","hsa:1235"
"2918","hsa:2919","hsa:1236"
"2919","hsa:2919","hsa:1237"
"2920","hsa:2919","hsa:1524"
"2921","hsa:2919","hsa:2826"
"2922","hsa:2919","hsa:2829"
"2923","hsa:2919","hsa:2833"
"2924","hsa:2919","hsa:643"
"2925","hsa:2919","hsa:729230"
"2926","hsa:2919","hsa:7852"
"2927","hsa:2920","hsa:3577"
"2928","hsa:2920","hsa:3579"
"2929","hsa:2920","hsa:10663"
"2930","hsa:2920","hsa:10803"
"2931","hsa:2920","hsa:1230"
"2932","hsa:2920","hsa:1232"
"2933","hsa:2920","hsa:1233"
"2934","hsa:2920","hsa:1234"
"2935","hsa:2920","hsa:1235"
"2936","hsa:2920","hsa:1236"
"2937","hsa:2920","hsa:1237"
"2938","hsa:2920","hsa:1524"
"2939","hsa:2920","hsa:2826"
"2940","hsa:2920","hsa:2829"
"2941","hsa:2920","hsa:2833"
"2942","hsa:2920","hsa:643"
"2943","hsa:2920","hsa:729230"
"2944","hsa:2920","hsa:7852"
"2945","hsa:2921","hsa:3577"
"2946","hsa:2921","hsa:3579"
"2947","hsa:2921","hsa:10663"
"2948","hsa:2921","hsa:10803"
"2949","hsa:2921","hsa:1230"
"2950","hsa:2921","hsa:1232"
"2951","hsa:2921","hsa:1233"
"2952","hsa:2921","hsa:1234"
"2953","hsa:2921","hsa:1235"
"2954","hsa:2921","hsa:1236"
"2955","hsa:2921","hsa:1237"
"2956","hsa:2921","hsa:1524"
"2957","hsa:2921","hsa:2826"
"2958","hsa:2921","hsa:2829"
"2959","hsa:2921","hsa:2833"
"2960","hsa:2921","hsa:643"
"2961","hsa:2921","hsa:729230"
"2962","hsa:2921","hsa:7852"
"2963","hsa:8600","hsa:4982"
"2964","hsa:8600","hsa:8792"
"2965","hsa:112744","hsa:23765"
"2966","hsa:112744","hsa:84818"
"2967","hsa:27189","hsa:132014"
"2968","hsa:53342","hsa:3716"
"2969","hsa:53342","hsa:3717"
"2970","hsa:53342","hsa:7297"
"2971","hsa:53342","hsa:9466"
"2972","hsa:1234","hsa:3717"
"2973","hsa:1234","hsa:3718"
"2974","hsa:1234","hsa:2770"
"2975","hsa:1234","hsa:2771"
"2976","hsa:1234","hsa:2773"
"2977","hsa:1234","hsa:2775"
"2978","hsa:388372","hsa:1234"
"2979","hsa:388372","hsa:10663"
"2980","hsa:388372","hsa:10803"
"2981","hsa:388372","hsa:1230"
"2982","hsa:388372","hsa:1232"
"2983","hsa:388372","hsa:1233"
"2984","hsa:388372","hsa:1235"
"2985","hsa:388372","hsa:1236"
"2986","hsa:388372","hsa:1237"
"2987","hsa:388372","hsa:1524"
"2988","hsa:388372","hsa:2826"
"2989","hsa:388372","hsa:2829"
"2990","hsa:388372","hsa:2833"
"2991","hsa:388372","hsa:3577"
"2992","hsa:388372","hsa:3579"
"2993","hsa:388372","hsa:643"
"2994","hsa:388372","hsa:729230"
"2995","hsa:388372","hsa:7852"
"2996","hsa:6351","hsa:1234"
"2997","hsa:6351","hsa:10663"
"2998","hsa:6351","hsa:10803"
"2999","hsa:6351","hsa:1230"
"3000","hsa:6351","hsa:1232"
"3001","hsa:6351","hsa:1233"
"3002","hsa:6351","hsa:1235"
"3003","hsa:6351","hsa:1236"
"3004","hsa:6351","hsa:1237"
"3005","hsa:6351","hsa:1524"
"3006","hsa:6351","hsa:2826"
"3007","hsa:6351","hsa:2829"
"3008","hsa:6351","hsa:2833"
"3009","hsa:6351","hsa:3577"
"3010","hsa:6351","hsa:3579"
"3011","hsa:6351","hsa:643"
"3012","hsa:6351","hsa:729230"
"3013","hsa:6351","hsa:7852"
"3014","hsa:9560","hsa:1234"
"3015","hsa:9560","hsa:10663"
"3016","hsa:9560","hsa:10803"
"3017","hsa:9560","hsa:1230"
"3018","hsa:9560","hsa:1232"
"3019","hsa:9560","hsa:1233"
"3020","hsa:9560","hsa:1235"
"3021","hsa:9560","hsa:1236"
"3022","hsa:9560","hsa:1237"
"3023","hsa:9560","hsa:1524"
"3024","hsa:9560","hsa:2826"
"3025","hsa:9560","hsa:2829"
"3026","hsa:9560","hsa:2833"
"3027","hsa:9560","hsa:3577"
"3028","hsa:9560","hsa:3579"
"3029","hsa:9560","hsa:643"
"3030","hsa:9560","hsa:729230"
"3031","hsa:9560","hsa:7852"
"3032","hsa:414062","hsa:1234"
"3033","hsa:414062","hsa:1230"
"3034","hsa:414062","hsa:10663"
"3035","hsa:414062","hsa:10803"
"3036","hsa:414062","hsa:1232"
"3037","hsa:414062","hsa:1233"
"3038","hsa:414062","hsa:1235"
"3039","hsa:414062","hsa:1236"
"3040","hsa:414062","hsa:1237"
"3041","hsa:414062","hsa:1524"
"3042","hsa:414062","hsa:2826"
"3043","hsa:414062","hsa:2829"
"3044","hsa:414062","hsa:2833"
"3045","hsa:414062","hsa:3577"
"3046","hsa:414062","hsa:3579"
"3047","hsa:414062","hsa:643"
"3048","hsa:414062","hsa:729230"
"3049","hsa:414062","hsa:7852"
"3050","hsa:6348","hsa:1234"
"3051","hsa:6348","hsa:1230"
"3052","hsa:6348","hsa:10663"
"3053","hsa:6348","hsa:10803"
"3054","hsa:6348","hsa:1232"
"3055","hsa:6348","hsa:1233"
"3056","hsa:6348","hsa:1235"
"3057","hsa:6348","hsa:1236"
"3058","hsa:6348","hsa:1237"
"3059","hsa:6348","hsa:1524"
"3060","hsa:6348","hsa:2826"
"3061","hsa:6348","hsa:2829"
"3062","hsa:6348","hsa:2833"
"3063","hsa:6348","hsa:3577"
"3064","hsa:6348","hsa:3579"
"3065","hsa:6348","hsa:643"
"3066","hsa:6348","hsa:729230"
"3067","hsa:6348","hsa:7852"
"3068","hsa:6349","hsa:1234"
"3069","hsa:6349","hsa:1230"
"3070","hsa:6349","hsa:10663"
"3071","hsa:6349","hsa:10803"
"3072","hsa:6349","hsa:1232"
"3073","hsa:6349","hsa:1233"
"3074","hsa:6349","hsa:1235"
"3075","hsa:6349","hsa:1236"
"3076","hsa:6349","hsa:1237"
"3077","hsa:6349","hsa:1524"
"3078","hsa:6349","hsa:2826"
"3079","hsa:6349","hsa:2829"
"3080","hsa:6349","hsa:2833"
"3081","hsa:6349","hsa:3577"
"3082","hsa:6349","hsa:3579"
"3083","hsa:6349","hsa:643"
"3084","hsa:6349","hsa:729230"
"3085","hsa:6349","hsa:7852"
"3086","hsa:1236","hsa:3717"
"3087","hsa:1236","hsa:3718"
"3088","hsa:1236","hsa:2770"
"3089","hsa:1236","hsa:2771"
"3090","hsa:1236","hsa:2773"
"3091","hsa:6366","hsa:51554"
"3092","hsa:6366","hsa:1236"
"3093","hsa:6366","hsa:10663"
"3094","hsa:6366","hsa:10803"
"3095","hsa:6366","hsa:1230"
"3096","hsa:6366","hsa:1232"
"3097","hsa:6366","hsa:1233"
"3098","hsa:6366","hsa:1234"
"3099","hsa:6366","hsa:1235"
"3100","hsa:6366","hsa:1237"
"3101","hsa:6366","hsa:1524"
"3102","hsa:6366","hsa:2826"
"3103","hsa:6366","hsa:2829"
"3104","hsa:6366","hsa:2833"
"3105","hsa:6366","hsa:3577"
"3106","hsa:6366","hsa:3579"
"3107","hsa:6366","hsa:643"
"3108","hsa:6366","hsa:729230"
"3109","hsa:6366","hsa:7852"
"3110","hsa:6363","hsa:51554"
"3111","hsa:6363","hsa:1236"
"3112","hsa:6363","hsa:10663"
"3113","hsa:6363","hsa:10803"
"3114","hsa:6363","hsa:1230"
"3115","hsa:6363","hsa:1232"
"3116","hsa:6363","hsa:1233"
"3117","hsa:6363","hsa:1234"
"3118","hsa:6363","hsa:1235"
"3119","hsa:6363","hsa:1237"
"3120","hsa:6363","hsa:1524"
"3121","hsa:6363","hsa:2826"
"3122","hsa:6363","hsa:2829"
"3123","hsa:6363","hsa:2833"
"3124","hsa:6363","hsa:3577"
"3125","hsa:6363","hsa:3579"
"3126","hsa:6363","hsa:643"
"3127","hsa:6363","hsa:729230"
"3128","hsa:6363","hsa:7852"
"3129","hsa:1232","hsa:3717"
"3130","hsa:1232","hsa:3718"
"3131","hsa:1232","hsa:2770"
"3132","hsa:1232","hsa:2771"
"3133","hsa:1232","hsa:2773"
"3134","hsa:10344","hsa:1232"
"3135","hsa:10344","hsa:10663"
"3136","hsa:10344","hsa:10803"
"3137","hsa:10344","hsa:1230"
"3138","hsa:10344","hsa:1233"
